,brand,store,sido,gungu,address,phone
52,pelicana,кІҪлӮЁм–‘мӮ°м җ,кІҪмғҒлӮЁлҸ„,м–‘мӮ°мӢң,кІҪмғҒлӮЁлҸ„ м–‘мӮ°мӢң мӨ‘м•ҷлЎң 111,055-385-5329
53,pelicana,кІҪліөм җ,м„ңмҡёнҠ№лі„мӢң,к°•лӮЁкө¬,"м„ңмҡёнҠ№лі„мӢң к°•лӮЁкө¬ лҙүмқҖмӮ¬лЎң43кёё 8, 1мёө (л…јнҳ„лҸҷ)",
54,pelicana,кІҪм•Ҳм җ,кІҪкё°лҸ„,кҙ‘мЈјмӢң,кІҪкё°лҸ„ кҙ‘мЈјмӢң мӨ‘м•ҷлЎң 179 (мҶЎм •лҸҷ),031-762-0415
55,pelicana,кІҪнҸ¬лҢҖм җ,к°•мӣҗлҸ„,к°•лҰүмӢң,к°•мӣҗлҸ„ к°•лҰүмӢң  кІҪнҸ¬лЎң 489-6,033-644-1600
56,pelicana,кі„м–‘1лҸҷм җ,мқёмІңкҙ‘м—ӯмӢң,кі„м–‘кө¬,мқёмІңкҙ‘м—ӯмӢң кі„м–‘кө¬ нҷ©м–ҙлЎң115лІҲкёё 10,032-512-9876
57,pelicana,кі к°•2м җ,кІҪкё°лҸ„,л¶ҖмІңмӢңмҳӨм,кІҪкё°лҸ„ л¶ҖмІңмӢңмҳӨм •кө¬ кі лҰ¬мҡёлЎң52лІҲкёё 35,032-671-1980
58,pelicana,кі лӢҙлҰ¬м җ,кІҪкё°лҸ„,мқҙмІңмӢң,кІҪкё°лҸ„ мқҙмІңмӢң лҢҖмӣ”л©ҙ лҢҖмӮ°лЎң288лІҲкёё 72,031-637-6683
59,pelicana,кі лҢҖм җ,м¶©мІӯлӮЁлҸ„,лӢ№м§„мӢң,м¶©мІӯлӮЁлҸ„ лӢ№м§„мӢң кі лҢҖл©ҙ кі лҢҖлЎң 47,041-352-8295
60,pelicana,кі лҚ•м—ӯм җ,м„ңмҡёнҠ№лі„мӢң,к°•лҸҷкө¬,"м„ңмҡёнҠ№лі„мӢң к°•лҸҷкө¬ м•„лҰ¬мҲҳлЎң64кёё 11, 1мёө (кі лҚ•лҸҷ)",02-428-0777
61,pelicana,кі лҚ•м җ,м¶©мІӯлӮЁлҸ„,мҳҲмӮ°кө°,м¶©мІӯлӮЁлҸ„ мҳҲмӮ°кө° кі лҚ•л©ҙ мҡ©кі кёё 353,041-337-8319
62,pelicana,кі л§ӨлҰ¬м җ,кІҪкё°лҸ„,мҡ©мқёмӢңкё°нқҘкө¬,кІҪкё°лҸ„ мҡ©мқёмӢңкё°нқҘкө¬ лҸҷнғ„кё°нқҘлЎң 700 1мёө (кі л§ӨлҸҷ),031-286-4296
63,pelicana,кі л¶Ғм җ,м¶©мІӯлӮЁлҸ„,м„ңмӮ°мӢң,м¶©мІӯлӮЁлҸ„ м„ңмӮ°мӢң кі л¶Ғл©ҙ кі л¶Ғ1лЎң 305-3,041-663-1956
64,pelicana,кі м–‘лҸҷм җ,кІҪкё°лҸ„,кі,кІҪкё°лҸ„ кі м–‘мӢңлҚ•м–‘кө¬ нҳңмқҢлЎң8 ,
65,pelicana,кі мһ”2м җ,кІҪкё°лҸ„,м•ҲмӮ°мӢңлӢЁмӣҗкө¬,"кІҪкё°лҸ„ м•ҲмӮ°мӢңлӢЁмӣҗкө¬ лҜјмҶҚкіөмӣҗлЎң 95, 104нҳё",031-414-9070
66,pelicana,кі мһ”м җ,кІҪкё°лҸ„,м•ҲмӮ°мӢңлӢЁмӣҗкө¬,"кІҪкё°лҸ„ м•ҲмӮ°мӢңлӢЁмӣҗкө¬ м ҒкёҲлЎң 244, л¬ёнҷ”м—°лҰҪмғҒк°ҖлҸҷ 110",031-401-1452
67,pelicana,кі мІҷм җ,м„ңмҡёнҠ№лі„мӢң,кө¬лЎңкө¬,м„ңмҡёнҠ№лі„мӢң кө¬лЎңкө¬ кі мІҷлЎң 183-1,
68,pelicana,кі мІңм җ,кІҪкё°лҸ„,мқҳмҷ•мӢң,"кІҪкё°лҸ„ мқҳмҷ•мӢң нҡЁн–үлЎң 44(мҳӨм „лҸҷ, мқҳмҷ•л№Ңл”©3нҳё)",031-454-0055
69,pelicana,кі н•ңм җ,к°•мӣҗлҸ„,м,к°•мӣҗлҸ„ м •м„ кө°  кі н•ңмқҚ кі н•ңлЎң 151-1,033-591-8212
70,pelicana,кіЎл°ҳм •м җ,кІҪкё°лҸ„,мҲҳмӣҗмӢңк¶Ңм„,кІҪкё°лҸ„ мҲҳмӣҗмӢңк¶Ңм„ кө¬ кіЎм„ лЎң50лІҲкёё 48,
71,pelicana,кіӨлӘ…м җ,кІҪмғҒлӮЁлҸ„,мӮ¬мІңмӢң,кІҪмғҒлӮЁлҸ„ мӮ¬мІңмӢң кіӨлӘ…л©ҙ мҷ„мӮ¬2кёё23,055-853-8382
72,pelicana,кіӨм§Җм•”м җ,кІҪкё°лҸ„,кҙ‘мЈјмӢң,кІҪкё°лҸ„ кҙ‘мЈјмӢң кіӨм§Җм•”мқҚ кіӨм§Җм•”лЎң 158,031-762-3660
73,pelicana,кіөлҚ•лҸҷм җ,м„ңмҡёнҠ№лі„мӢң,л§ҲнҸ¬кө¬,м„ңмҡёнҠ№лі„мӢң л§ҲнҸ¬кө¬ нҡЁм°ҪлӘ©4кёё 25,02-707-1371
74,pelicana,кіөлҚ•м—ӯм җ,м„ңмҡёнҠ№лі„мӢң,л§ҲнҸ¬кө¬,"м„ңмҡёнҠ№лі„мӢң л§ҲнҸ¬кө¬ л§ҲнҸ¬лҢҖлЎң11кёё 75 102 (кіөлҚ•лҸҷ, кіөлҚ•нҳ„лҢҖм•„нҢҢнҠёмғҒк°Җ)",02-704-0401
75,pelicana,кіөлҸ„м җ,кІҪкё°лҸ„,м•Ҳм„ұмӢң,кІҪкё°лҸ„ м•Ҳм„ұмӢң кіөлҸ„мқҚ кі л¬ҙлӢӨлҰ¬кёё 10-1,031-653-9441
76,pelicana,кіөлҰүмІ кёёкіөмӣҗм җ,м„ңмҡёнҠ№лі„мӢң,л…ёмӣҗкө¬,м„ңмҡёнҠ№лі„мӢң л…ёмӣҗкө¬ лҸҷмқјлЎң184кёё 69. 1мёө(кіөлҰүлҸҷ),02-978-9222
77,pelicana,кіөм„ұм җ,кІҪмғҒл¶ҒлҸ„,мғҒмЈјмӢң,кІҪмғҒл¶ҒлҸ„ мғҒмЈјмӢң кіөм„ұл©ҙ мҳҘмӮ°лҰ¬ 290-8,054-535-5000
78,pelicana,кіөмЈјмӮ°м„ұлҸҷм җ,м¶©мІӯлӮЁлҸ„,кіөмЈјмӢң,м¶©мІӯлӮЁлҸ„ кіөмЈјмӢң мӮ°м„ұм°¬нҳёкёё 1(мӮ°м„ұлҸҷ),041-854-1215
79,pelicana,кіөмЈјмӨ‘лҸҷм җ,м¶©мІӯлӮЁлҸ„,кіөмЈјмӢң,м¶©мІӯлӮЁлҸ„ кіөмЈјмӢң мӣ…м§„лЎң 140(мӨ‘лҸҷ),041-852-8850
80,pelicana,кҙҖмӮ°м җ,кІҪкё°лҸ„,кі,кІҪкё°лҸ„ кі м–‘мӢңлҚ•м–‘кө¬ нҶөмқјлЎң802лІҲкёё 82,031-963-2740
81,pelicana,кҙҖм–‘1м җ,кІҪкё°лҸ„,м•Ҳм–‘мӢңлҸҷм•Ҳкө¬,кІҪкё°лҸ„ м•Ҳм–‘мӢңлҸҷм•Ҳкө¬ кҙҖнҸүлЎң327лІҲкёё 25 101нҳё,031-388-5259
82,pelicana,кҙҖмқҢм җ,лҢҖкө¬кҙ‘м—ӯмӢң,л¶Ғкө¬,лҢҖкө¬кҙ‘м—ӯмӢң л¶Ғкө¬ м№ кіЎмӨ‘м•ҷлҢҖлЎң95 48-1,
83,pelicana,кҙҖм Җ1м җ,лҢҖм,„кҙ‘м—ӯмӢң,лҢҖм „кҙ‘м—ӯмӢң м„ңкө¬ кҙҖм ҖлҸҷ 981 мӣҗм•ҷмҮјн•‘109нҳё,042-544-9292
84,pelicana,кҙ‘көҗм җ,кІҪкё°лҸ„,мҲҳмӣҗмӢңмҳҒнҶөкө¬,"кІҪкё°лҸ„ мҲҳмӣҗмӢңмҳҒнҶөкө¬ лҢҖн•ҷ1лЎң8лІҲкёё 59, 1мёө103нҳё(мқҙмқҳлҸҷ)",
85,pelicana,кҙ‘лӮҳлЈЁм җ,м„ңмҡёнҠ№лі„мӢң,кҙ‘м§„кө¬,"м„ңмҡёнҠ№лі„мӢң кҙ‘м§„кө¬ м•„м°ЁмӮ°лЎң78кёё 165, 1мёө 102нҳё(кҙ‘мһҘлҸҷ)",02-455-5111
86,pelicana,кҙ‘лҰүлӮҙм җ,кІҪкё°лҸ„,лӮЁм–‘мЈјмӢң,кІҪкё°лҸ„ лӮЁм–‘мЈјмӢң м§„м ‘мқҚ м§„лІҢлЎң 85-4,031-529-9972
87,pelicana,кҙ‘лӘ…1м җ,кІҪкё°лҸ„,кҙ‘лӘ…мӢң,кІҪкё°лҸ„ кҙ‘лӘ…мӢң мҳӨлҰ¬лЎң 937,02-2688-7025
88,pelicana,кҙ‘лӘ…2м җ,кІҪкё°лҸ„,кҙ‘лӘ…мӢң,кІҪкё°лҸ„ кҙ‘лӘ…мӢң кҙ‘нҷ”лЎң 16,02-2681-4280
89,pelicana,кҙ‘лӘ…м—ӯм җ,кІҪкё°лҸ„,кҙ‘лӘ…мӢң,"кІҪкё°лҸ„ кҙ‘лӘ…мӢң мӢ кё°лЎң17лІҲкёё 6, 1мёө102нҳё(мқјм§ҒлҸҷ,мјҖмқҙмҠӨнҖҳм–ҙ)",02-898-1618
90,pelicana,광산점,광주광역시,광산구,광주광역시 광산구 송정로1번길 86,062-941-0550
91,pelicana,광안점,부산광역시,수영구,부산광역시 수영구 무학로33번길 55,051-753-8989
92,pelicana,광양점,전라남도,광양시,전라남도 광양시 광양읍 인서중앙길 43,061-762-2828
93,pelicana,광장동점,서울특별시,광진구,서울특별시 광진구 구의로16길 23,02-455-4566
94,pelicana,광주점,경기도,광주시,경기도 광주시 문화로 6(역동),
95,pelicana,광주지사,경기도,광주시, ,
96,pelicana,광천점,충청남도,홍성군,충청남도 홍성군 광천읍 광천로 312,041-642-0008
97,pelicana,광탄점,경기도,파주시,경기도 파주시 광탄면 혜음로 1127-1,031-947-3171
98,pelicana,광혜원점,충청북도,진천군,충청북도 진천군 광혜원면 화랑5길 8,043-535-2170
99,pelicana,괴산점,충청북도,괴산군,"충청북도 괴산군 괴산읍 읍내로11번길, 8-5",043-833-0444
100,pelicana,кҙҙм•Ҳ1м җ,кІҪкё°лҸ„,л¶ҖмІңмӢңмҶҢмӮ¬кө¬,"кІҪкё°лҸ„ л¶ҖмІңмӢңмҶҢмӮ¬кө¬ л¶Җкҙ‘лЎң8лІҲкёё 39, 104нҳё (кҙҙм•ҲлҸҷ)",032-343-4885
101,pelicana,кҙҙм •1м җ,лҢҖм,„кҙ‘м—ӯмӢң,лҢҖм „кҙ‘м—ӯмӢң м„ңкө¬ к°Ҳл§ҲлЎң 170,042-526-3222
102,pelicana,көҗлҢҖм—ӯм җ,м„ңмҡёнҠ№лі„мӢң,м„ңмҙҲкө¬,м„ңмҡёнҠ№лі„мӢң м„ңмҙҲкө¬ м„ңмҙҲлҢҖлЎң60кёё 25 1мёө,02-585-4066
103,pelicana,көҗн•ҳмӢ лҸ„мӢңм җ,кІҪкё°лҸ„,нҢҢмЈјмӢң,кІҪкё°лҸ„ нҢҢмЈјмӢң мҲІмҶҚл…ёмқ„лЎң 300 мғҒк°ҖлҸҷ 1мёө 104нҳё,
104,pelicana,кө¬кіЎнҳ„лҢҖм җ,к°•мӣҗлҸ„,мӣҗмЈјмӢң,к°•мӣҗлҸ„ мӣҗмЈјмӢң лӮЁмӣҗлЎң 492-14(лӢЁкө¬лҸҷ1576-3),033-764-9291
105,pelicana,кө¬лһҳм җ,кІҪкё°лҸ„,к№ҖнҸ¬мӢң,кІҪкё°лҸ„ к№ҖнҸ¬мӢң  к№ҖнҸ¬н•ңк°•4лЎң420лІҲкёё 88,031-982-9936
106,pelicana,кө¬лЎҖм җ,м,„лқјлӮЁлҸ„,м „лқјлӮЁлҸ„ кө¬лЎҖкө° кө¬лЎҖмқҚ мӨ‘м•ҷлЎң 35,061-782-8838
107,pelicana,кө¬лЎң2лҸҷм җ,м„ңмҡёнҠ№лі„мӢң,кө¬лЎңкө¬,м„ңмҡёнҠ№лі„мӢң кө¬лЎңкө¬ кө¬лЎңлҸҷлЎң23кёё 7,02-854-1929
108,pelicana,кө¬лҰ¬лӮЁм җ,кІҪкё°лҸ„,кө¬лҰ¬мӢң,"кІҪкё°лҸ„ кө¬лҰ¬мӢң м•ҲкіЁлЎң20лІҲкёё 28(көҗл¬ёлҸҷ, 1мёө)",031-569-9292
109,pelicana,кө¬лҜёмҶЎм •м җ,кІҪмғҒл¶ҒлҸ„,кө¬лҜёмӢң,кІҪмғҒл¶ҒлҸ„ кө¬лҜёмӢң мӢ мӢңлЎң14кёё 14,054-443-8592
110,pelicana,кө¬л°ҳмӣ”м җ,кІҪкё°лҸ„,м•ҲмӮ°мӢңмғҒлЎқкө¬,кІҪкё°лҸ„ м•ҲмӮ°мӢңмғҒлЎқкө¬ лӮЁмӮ°нҸү1кёё 3,031-502-1140
111,pelicana,кө¬м„ұл§Ҳл¶Ғм җ,кІҪкё°лҸ„,мҡ©мқёмӢңкё°нқҘкө¬,кІҪкё°лҸ„ мҡ©мқёмӢңкё°нқҘкө¬ м—°мӣҗлЎң 5(л§Ҳл¶ҒлҸҷ),031-286-3854
112,pelicana,кө¬м•”мЎ°мҙҢм җ,м,„лқјл¶ҒлҸ„,м „лқјл¶ҒлҸ„ кө°мӮ°мӢң м„ңлӢ№кёё 9 102нҳё,063-443-3396
113,pelicana,кө¬мҡҙм җ,кІҪкё°лҸ„,мҲҳмӣҗмӢңк¶Ңм„,"кІҪкё°лҸ„ мҲҳмӣҗмӢңк¶Ңм„ кө¬ кө¬мҡҙлЎң32, 1мёө(кө¬мҡҙлҸҷ)",031-292-6310
114,pelicana,кө¬мӣ”1лҸҷм җ,мқёмІңкҙ‘м—ӯмӢң,лӮЁлҸҷкө¬,мқёмІңкҙ‘м—ӯмӢң лӮЁлҸҷкө¬ мҡ©мІңлЎң17лІҲкёё 15,032-471-2484
115,pelicana,кө¬мқҳлҸҷм җ,м„ңмҡёнҠ№лі„мӢң,кҙ‘м§„кө¬,м„ңмҡёнҠ№лі„мӢң кҙ‘м§„кө¬ мһҗм–‘лЎң 322 (кө¬мқҳлҸҷ),02-455-6200
116,pelicana,кө°лӮЁм җ,кІҪкё°лҸ„,м—°мІңкө°,кІҪкё°лҸ„ м—°мІңкө° кө°лӮЁл©ҙ кө°лӮЁлЎң 115,031-833-3355
117,pelicana,кө°мң„м җ,кІҪмғҒл¶ҒлҸ„,кө°мң„кө°,кІҪмғҒл¶ҒлҸ„ кө°мң„кө° кө°мң„мқҚ м„ңл¶ҖлҰ¬ 57-1,054-382-3392
118,pelicana,кө°мһҗ11м җ,кІҪкё°лҸ„,м•ҲмӮ°мӢңлӢЁмӣҗкө¬,кІҪкё°лҸ„ м•ҲмӮ°мӢңлӢЁмӣҗкө¬ м„ л¶Җкҙ‘мһҘлӮЁлЎң 109 к°ҖлҸҷмғҒк°Җ 110нҳё,031-402-3842
119,pelicana,кө°нҸ¬лӢ№лҸҷм җ,кІҪкё°лҸ„,кө°нҸ¬мӢң,"кІҪкё°лҸ„ кө°нҸ¬мӢң кө°нҸ¬лЎң510лІҲкёё 25(лӢ№лҸҷ, лӢ№лҸҷлҲ„лҰ¬м—җлң°н•ҙл°Җм ң1мёө118нҳё)",031-454-8174
120,pelicana,к¶ҒлҸҷм җ(лҢҖм „),лҢҖм,„кҙ‘м—ӯмӢң,лҢҖм „кҙ‘м—ӯмӢң мң м„ұкө¬ к¶ҒлҸҷлЎң 18лІҲкёё 94,042-823-2223
121,pelicana,к¶Ңм„ м җ,кІҪкё°лҸ„,мҲҳмӣҗмӢңк¶Ңм„,кІҪкё°лҸ„ мҲҳмӣҗмӢңк¶Ңм„ кө¬ м„ёк¶ҢлЎң181лІҲкёё 13(к¶Ңм„ лҸҷ),
